legacy_id,legacy_pillar,legacy_level,canonical_action_id,canonical_domain,canonical_subdomain,variant_status,variant_review_flags,family_review_flags,family_status
RET-PTN-150,Retos (Ejercicio),Platino,movement.daily_activity.caminar_pasos_dias_sem,movement,daily_activity,active,,,active
RUT-BRO-031,Rutinas,Bronce,adherence.nutrition.lista_de_la_compra_mediterranea,adherence,nutrition,active,,,active
RUT-BRO-032,Rutinas,Bronce,adherence.sleep.higiene_del_sueno_horario_fijo,adherence,sleep,active,,,active
RUT-BRO-033,Rutinas,Bronce,adherence.self_tracking.caminar_pasos_dias_sem,adherence,self_tracking,active,,,active
RUT-BRO-034,Rutinas,Bronce,adherence.sleep.paseo_digestivo_nocturno_min,adherence,sleep,active,,,active
RUT-BRO-035,Rutinas,Bronce,adherence.movement.pausa_de_movilidad_min_manana_y_tarde,adherence,movement,active,,,active
RUT-BRO-036,Rutinas,Bronce,adherence.stress.apunta_tareas_clave_del_dia,adherence,stress,active,,,active
RUT-BRO-037,Rutinas,Bronce,adherence.stress.pausa_ocular_estiramientos,adherence,stress,active,,,active
RUT-BRO-038,Rutinas,Bronce,adherence.stress.recordatorio_para_postura_ergonomica,adherence,stress,active,,,active
RUT-BRO-039,Rutinas,Bronce,adherence.nutrition.preparar_snack_saludable_frutos_secos_fr,adherence,nutrition,active,,,active
RUT-BRO-040,Rutinas,Bronce,adherence.movement.repartir_min_mvpa_a_lo_largo_del_dia,adherence,movement,active,,,active
RUT-BRO-041,Rutinas,Bronce,adherence.self_tracking.medicion_de_pa_vez_semana,adherence,self_tracking,active,,,active
RUT-BRO-042,Rutinas,Bronce,adherence.self_tracking.revision_del_progreso_min,adherence,self_tracking,active,,,active
RUT-BRO-043,Rutinas,Bronce,adherence.nutrition.batch_cooking_saludable_h_sem,adherence,nutrition,active,,,active
RUT-BRO-044,Rutinas,Bronce,adherence.social.agenda_bloque_para_amigos_familia,adherence,social,active,,,active
RUT-BRO-045,Rutinas,Bronce,adherence.self_tracking.registro_de_pasos_en_la_app,adherence,self_tracking,active,,,active
RUT-BRO-046,Rutinas,Bronce,adherence.nutrition.ponte_recordatorio_de_agua_en_vez_de_ref,adherence,nutrition,active,,,active
RUT-BRO-047,Rutinas,Bronce,adherence.sleep.rutina_de_relajacion_min_antes_de_dormir,adherence,sleep,active,,,active
RUT-BRO-048,Rutinas,Bronce,adherence.movement.reunion_de_pie_andar_vez_al_dia,adherence,movement,active,,,active
RUT-BRO-049,Rutinas,Bronce,adherence.movement.usa_siempre_las_escaleras_en_trayectos_p,adherence,movement,active,,,active
RUT-BRO-050,Rutinas,Bronce,adherence.nutrition.camina_min_tras_cada_comida_principal,adherence,nutrition,active,,,active
RUT-BRO-051,Rutinas,Bronce,adherence.movement.levantate_min_cada_min_de_pantalla,adherence,movement,active,,,active
RUT-BRO-052,Rutinas,Bronce,adherence.movement.haz_una_pausa_caminando_en_llamadas_min,adherence,movement,active,,,active
RUT-BRO-053,Rutinas,Bronce,adherence.movement.plan_semanal_de_entreno_agendarlo,adherence,movement,active,,,active
RUT-BRO-054,Rutinas,Bronce,adherence.movement.desplazate_activo_al_trabajo_andar_bici_,adherence,movement,active,,,active
RUT-BRO-055,Rutinas,Bronce,adherence.nutrition.compra_integral_pan_arroz_pasta_integral,adherence,nutrition,active,,,active
RUT-BRO-056,Rutinas,Bronce,adherence.nutrition.fruta_visible_en_cocina_bowl,adherence,nutrition,active,,,active
RUT-BRO-057,Rutinas,Bronce,adherence.sleep.ventana_sin_pantallas_min_antes_de_dormi,adherence,sleep,active,,,active
RUT-BRO-058,Rutinas,Bronce,adherence.sleep.cafe_no_mas_tarde_de_las,adherence,sleep,active,,,active
RUT-BRO-059,Rutinas,Bronce,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,deprecated,CROSS_PILLAR_DUPLICATE;LEGACY_DEPRECATED,CROSS_PILLAR_DUPLICATE_RESOLVED,active
RUT-BRO-060,Rutinas,Bronce,adherence.self_tracking.prepara_mochila_gym_kit_la_noche_anterio,adherence,self_tracking,active,,,active
RUT-INI-001,Rutinas,Inicial,adherence.movement.usa_siempre_las_escaleras_en_trayectos_p,adherence,movement,active,,,active
RUT-INI-002,Rutinas,Inicial,adherence.stress.pausa_ocular_estiramientos,adherence,stress,active,,,active
RUT-INI-003,Rutinas,Inicial,adherence.self_tracking.revision_del_progreso_min,adherence,self_tracking,active,,,active
RUT-INI-004,Rutinas,Inicial,adherence.self_tracking.medicion_de_pa_vez_semana,adherence,self_tracking,active,,,active
RUT-INI-005,Rutinas,Inicial,adherence.movement.repartir_min_mvpa_a_lo_largo_del_dia,adherence,movement,active,,,active
RUT-INI-006,Rutinas,Inicial,adherence.nutrition.preparar_snack_saludable_frutos_secos_fr,adherence,nutrition,active,,,active
RUT-INI-007,Rutinas,Inicial,adherence.stress.recordatorio_para_postura_ergonomica,adherence,stress,active,,,active
RUT-INI-008,Rutinas,Inicial,adherence.social.agenda_bloque_para_amigos_familia,adherence,social,active,,,active
RUT-INI-009,Rutinas,Inicial,adherence.sleep.higiene_del_sueno_horario_fijo,adherence,sleep,active,,,active
RUT-INI-010,Rutinas,Inicial,adherence.movement.pausa_de_movilidad_min_manana_y_tarde,adherence,movement,active,,,active
RUT-INI-011,Rutinas,Inicial,adherence.sleep.paseo_digestivo_nocturno_min,adherence,sleep,active,,,active
RUT-INI-012,Rutinas,Inicial,adherence.self_tracking.caminar_pasos_dias_sem,adherence,self_tracking,active,,,active
RUT-INI-013,Rutinas,Inicial,adherence.nutrition.lista_de_la_compra_mediterranea,adherence,nutrition,active,,,active
RUT-INI-014,Rutinas,Inicial,adherence.nutrition.batch_cooking_saludable_h_sem,adherence,nutrition,active,,,active
RUT-INI-015,Rutinas,Inicial,adherence.self_tracking.registro_de_pasos_en_la_app,adherence,self_tracking,active,,,active
RUT-INI-016,Rutinas,Inicial,adherence.stress.apunta_tareas_clave_del_dia,adherence,stress,active,,,active
RUT-INI-017,Rutinas,Inicial,adherence.sleep.rutina_de_relajacion_min_antes_de_dormir,adherence,sleep,active,,,active
RUT-INI-018,Rutinas,Inicial,adherence.movement.reunion_de_pie_andar_vez_al_dia,adherence,movement,active,,,active
RUT-INI-019,Rutinas,Inicial,adherence.nutrition.camina_min_tras_cada_comida_principal,adherence,nutrition,active,,,active
RUT-INI-020,Rutinas,Inicial,adherence.movement.levantate_min_cada_min_de_pantalla,adherence,movement,active,,,active
RUT-INI-021,Rutinas,Inicial,adherence.movement.haz_una_pausa_caminando_en_llamadas_min,adherence,movement,active,,,active
RUT-INI-022,Rutinas,Inicial,adherence.movement.desplazate_activo_al_trabajo_andar_bici_,adherence,movement,active,,,active
RUT-INI-023,Rutinas,Inicial,adherence.self_tracking.prepara_mochila_gym_kit_la_noche_anterio,adherence,self_tracking,active,,,active
RUT-INI-024,Rutinas,Inicial,adherence.movement.plan_semanal_de_entreno_agendarlo,adherence,movement,active,,,active
RUT-INI-025,Rutinas,Inicial,adherence.nutrition.compra_integral_pan_arroz_pasta_integral,adherence,nutrition,active,,,active
RUT-INI-026,Rutinas,Inicial,adherence.nutrition.fruta_visible_en_cocina_bowl,adherence,nutrition,active,,,active
RUT-INI-027,Rutinas,Inicial,adherence.sleep.ventana_sin_pantallas_min_antes_de_dormi,adherence,sleep,active,,,active
RUT-INI-028,Rutinas,Inicial,adherence.sleep.cafe_no_mas_tarde_de_las,adherence,sleep,active,,,active
RUT-INI-029,Rutinas,Inicial,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,deprecated,CROSS_PILLAR_DUPLICATE;LEGACY_DEPRECATED,CROSS_PILLAR_DUPLICATE_RESOLVED,active
RUT-INI-030,Rutinas,Inicial,adherence.nutrition.ponte_recordatorio_de_agua_en_vez_de_ref,adherence,nutrition,active,,,active
RUT-ORO-091,Rutinas,Oro,adherence.nutrition.lista_de_la_compra_mediterranea,adherence,nutrition,active,,,active
RUT-ORO-092,Rutinas,Oro,adherence.self_tracking.caminar_pasos_dias_sem,adherence,self_tracking,active,,,active
RUT-ORO-093,Rutinas,Oro,adherence.sleep.paseo_digestivo_nocturno_min,adherence,sleep,active,,,active
RUT-ORO-094,Rutinas,Oro,adherence.movement.pausa_de_movilidad_min_manana_y_tarde,adherence,movement,active,,,active
RUT-ORO-095,Rutinas,Oro,adherence.sleep.higiene_del_sueno_horario_fijo,adherence,sleep,active,,,active
RUT-ORO-096,Rutinas,Oro,adherence.social.agenda_bloque_para_amigos_familia,adherence,social,active,,,active
RUT-ORO-097,Rutinas,Oro,adherence.movement.repartir_min_mvpa_a_lo_largo_del_dia,adherence,movement,active,,,active
RUT-ORO-098,Rutinas,Oro,adherence.nutrition.preparar_snack_saludable_frutos_secos_fr,adherence,nutrition,active,,,active
RUT-ORO-099,Rutinas,Oro,adherence.self_tracking.medicion_de_pa_vez_semana,adherence,self_tracking,active,,,active
RUT-ORO-100,Rutinas,Oro,adherence.self_tracking.revision_del_progreso_min,adherence,self_tracking,active,,,active
RUT-ORO-101,Rutinas,Oro,adherence.stress.pausa_ocular_estiramientos,adherence,stress,active,,,active
RUT-ORO-102,Rutinas,Oro,adherence.nutrition.batch_cooking_saludable_h_sem,adherence,nutrition,active,,,active
RUT-ORO-103,Rutinas,Oro,adherence.stress.recordatorio_para_postura_ergonomica,adherence,stress,active,,,active
RUT-ORO-104,Rutinas,Oro,adherence.self_tracking.registro_de_pasos_en_la_app,adherence,self_tracking,active,,,active
RUT-ORO-105,Rutinas,Oro,adherence.stress.apunta_tareas_clave_del_dia,adherence,stress,active,,,active
RUT-ORO-106,Rutinas,Oro,adherence.sleep.rutina_de_relajacion_min_antes_de_dormir,adherence,sleep,active,,,active
RUT-ORO-107,Rutinas,Oro,adherence.movement.reunion_de_pie_andar_vez_al_dia,adherence,movement,active,,,active
RUT-ORO-108,Rutinas,Oro,adherence.nutrition.camina_min_tras_cada_comida_principal,adherence,nutrition,active,,,active
RUT-ORO-109,Rutinas,Oro,adherence.movement.levantate_min_cada_min_de_pantalla,adherence,movement,active,,,active
RUT-ORO-110,Rutinas,Oro,adherence.movement.haz_una_pausa_caminando_en_llamadas_min,adherence,movement,active,,,active
RUT-ORO-111,Rutinas,Oro,adherence.movement.desplazate_activo_al_trabajo_andar_bici_,adherence,movement,active,,,active
RUT-ORO-112,Rutinas,Oro,adherence.movement.plan_semanal_de_entreno_agendarlo,adherence,movement,active,,,active
RUT-ORO-113,Rutinas,Oro,adherence.self_tracking.prepara_mochila_gym_kit_la_noche_anterio,adherence,self_tracking,active,,,active
RUT-ORO-114,Rutinas,Oro,adherence.movement.usa_siempre_las_escaleras_en_trayectos_p,adherence,movement,active,,,active
RUT-ORO-115,Rutinas,Oro,adherence.nutrition.ponte_recordatorio_de_agua_en_vez_de_ref,adherence,nutrition,active,,,active
RUT-ORO-116,Rutinas,Oro,adherence.nutrition.compra_integral_pan_arroz_pasta_integral,adherence,nutrition,active,,,active
RUT-ORO-117,Rutinas,Oro,adherence.nutrition.fruta_visible_en_cocina_bowl,adherence,nutrition,active,,,active
RUT-ORO-118,Rutinas,Oro,adherence.sleep.ventana_sin_pantallas_min_antes_de_dormi,adherence,sleep,active,,,active
RUT-ORO-119,Rutinas,Oro,adherence.sleep.cafe_no_mas_tarde_de_las,adherence,sleep,active,,,active
RUT-ORO-120,Rutinas,Oro,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,deprecated,CROSS_PILLAR_DUPLICATE;LEGACY_DEPRECATED,CROSS_PILLAR_DUPLICATE_RESOLVED,active
RUT-PLA-061,Rutinas,Plata,adherence.nutrition.lista_de_la_compra_mediterranea,adherence,nutrition,active,,,active
RUT-PLA-062,Rutinas,Plata,adherence.sleep.higiene_del_sueno_horario_fijo,adherence,sleep,active,,,active
RUT-PLA-063,Rutinas,Plata,adherence.self_tracking.caminar_pasos_dias_sem,adherence,self_tracking,active,,,active
RUT-PLA-064,Rutinas,Plata,adherence.sleep.paseo_digestivo_nocturno_min,adherence,sleep,active,,,active
RUT-PLA-065,Rutinas,Plata,adherence.movement.pausa_de_movilidad_min_manana_y_tarde,adherence,movement,active,,,active
RUT-PLA-066,Rutinas,Plata,adherence.stress.apunta_tareas_clave_del_dia,adherence,stress,active,,,active
RUT-PLA-067,Rutinas,Plata,adherence.stress.pausa_ocular_estiramientos,adherence,stress,active,,,active
RUT-PLA-068,Rutinas,Plata,adherence.stress.recordatorio_para_postura_ergonomica,adherence,stress,active,,,active
RUT-PLA-069,Rutinas,Plata,adherence.nutrition.preparar_snack_saludable_frutos_secos_fr,adherence,nutrition,active,,,active
RUT-PLA-070,Rutinas,Plata,adherence.movement.repartir_min_mvpa_a_lo_largo_del_dia,adherence,movement,active,,,active
RUT-PLA-071,Rutinas,Plata,adherence.self_tracking.medicion_de_pa_vez_semana,adherence,self_tracking,active,,,active
RUT-PLA-072,Rutinas,Plata,adherence.self_tracking.revision_del_progreso_min,adherence,self_tracking,active,,,active
RUT-PLA-073,Rutinas,Plata,adherence.nutrition.batch_cooking_saludable_h_sem,adherence,nutrition,active,,,active
RUT-PLA-074,Rutinas,Plata,adherence.social.agenda_bloque_para_amigos_familia,adherence,social,active,,,active
RUT-PLA-075,Rutinas,Plata,adherence.self_tracking.registro_de_pasos_en_la_app,adherence,self_tracking,active,,,active
RUT-PLA-076,Rutinas,Plata,adherence.movement.reunion_de_pie_andar_vez_al_dia,adherence,movement,active,,,active
RUT-PLA-077,Rutinas,Plata,adherence.sleep.rutina_de_relajacion_min_antes_de_dormir,adherence,sleep,active,,,active
RUT-PLA-078,Rutinas,Plata,adherence.nutrition.camina_min_tras_cada_comida_principal,adherence,nutrition,active,,,active
RUT-PLA-079,Rutinas,Plata,adherence.movement.levantate_min_cada_min_de_pantalla,adherence,movement,active,,,active
RUT-PLA-080,Rutinas,Plata,adherence.movement.haz_una_pausa_caminando_en_llamadas_min,adherence,movement,active,,,active
RUT-PLA-081,Rutinas,Plata,adherence.movement.desplazate_activo_al_trabajo_andar_bici_,adherence,movement,active,,,active
RUT-PLA-082,Rutinas,Plata,adherence.movement.plan_semanal_de_entreno_agendarlo,adherence,movement,active,,,active
RUT-PLA-083,Rutinas,Plata,adherence.self_tracking.prepara_mochila_gym_kit_la_noche_anterio,adherence,self_tracking,active,,,active
RUT-PLA-084,Rutinas,Plata,adherence.movement.usa_siempre_las_escaleras_en_trayectos_p,adherence,movement,active,,,active
RUT-PLA-085,Rutinas,Plata,adherence.nutrition.compra_integral_pan_arroz_pasta_integral,adherence,nutrition,active,,,active
RUT-PLA-086,Rutinas,Plata,adherence.nutrition.fruta_visible_en_cocina_bowl,adherence,nutrition,active,,,active
RUT-PLA-087,Rutinas,Plata,adherence.sleep.ventana_sin_pantallas_min_antes_de_dormi,adherence,sleep,active,,,active
RUT-PLA-088,Rutinas,Plata,adherence.sleep.cafe_no_mas_tarde_de_las,adherence,sleep,active,,,active
RUT-PLA-089,Rutinas,Plata,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,deprecated,CROSS_PILLAR_DUPLICATE;LEGACY_DEPRECATED,CROSS_PILLAR_DUPLICATE_RESOLVED,active
RUT-PLA-090,Rutinas,Plata,adherence.nutrition.ponte_recordatorio_de_agua_en_vez_de_ref,adherence,nutrition,active,,,active
RUT-PTN-121,Rutinas,Platino,adherence.nutrition.batch_cooking_saludable_h_sem,adherence,nutrition,active,,,active
RUT-PTN-122,Rutinas,Platino,adherence.nutrition.lista_de_la_compra_mediterranea,adherence,nutrition,active,,,active
RUT-PTN-123,Rutinas,Platino,adherence.self_tracking.caminar_pasos_dias_sem,adherence,self_tracking,active,,,active
RUT-PTN-124,Rutinas,Platino,adherence.sleep.paseo_digestivo_nocturno_min,adherence,sleep,active,,,active
RUT-PTN-125,Rutinas,Platino,adherence.movement.pausa_de_movilidad_min_manana_y_tarde,adherence,movement,active,,,active
RUT-PTN-126,Rutinas,Platino,adherence.social.agenda_bloque_para_amigos_familia,adherence,social,active,,,active
RUT-PTN-127,Rutinas,Platino,adherence.stress.apunta_tareas_clave_del_dia,adherence,stress,active,,,active
RUT-PTN-128,Rutinas,Platino,adherence.self_tracking.medicion_de_pa_vez_semana,adherence,self_tracking,active,,,active
RUT-PTN-129,Rutinas,Platino,adherence.stress.recordatorio_para_postura_ergonomica,adherence,stress,active,,,active
RUT-PTN-130,Rutinas,Platino,adherence.nutrition.preparar_snack_saludable_frutos_secos_fr,adherence,nutrition,active,,,active
RUT-PTN-131,Rutinas,Platino,adherence.movement.repartir_min_mvpa_a_lo_largo_del_dia,adherence,movement,active,,,active
RUT-PTN-132,Rutinas,Platino,adherence.self_tracking.registro_de_pasos_en_la_app,adherence,self_tracking,active,,,active
RUT-PTN-133,Rutinas,Platino,adherence.sleep.higiene_del_sueno_horario_fijo,adherence,sleep,active,,,active
RUT-PTN-134,Rutinas,Platino,adherence.movement.reunion_de_pie_andar_vez_al_dia,adherence,movement,active,,,active
RUT-PTN-135,Rutinas,Platino,adherence.nutrition.ponte_recordatorio_de_agua_en_vez_de_ref,adherence,nutrition,active,,,active
RUT-PTN-136,Rutinas,Platino,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,deprecated,CROSS_PILLAR_DUPLICATE;LEGACY_DEPRECATED,CROSS_PILLAR_DUPLICATE_RESOLVED,active
RUT-PTN-137,Rutinas,Platino,adherence.sleep.cafe_no_mas_tarde_de_las,adherence,sleep,active,,,active
RUT-PTN-138,Rutinas,Platino,adherence.sleep.ventana_sin_pantallas_min_antes_de_dormi,adherence,sleep,active,,,active
RUT-PTN-139,Rutinas,Platino,adherence.nutrition.fruta_visible_en_cocina_bowl,adherence,nutrition,active,,,active
RUT-PTN-140,Rutinas,Platino,adherence.nutrition.compra_integral_pan_arroz_pasta_integral,adherence,nutrition,active,,,active
RUT-PTN-141,Rutinas,Platino,adherence.self_tracking.prepara_mochila_gym_kit_la_noche_anterio,adherence,self_tracking,active,,,active
RUT-PTN-142,Rutinas,Platino,adherence.movement.plan_semanal_de_entreno_agendarlo,adherence,movement,active,,,active
RUT-PTN-143,Rutinas,Platino,adherence.movement.desplazate_activo_al_trabajo_andar_bici_,adherence,movement,active,,,active
RUT-PTN-144,Rutinas,Platino,adherence.movement.haz_una_pausa_caminando_en_llamadas_min,adherence,movement,active,,,active
RUT-PTN-145,Rutinas,Platino,adherence.movement.levantate_min_cada_min_de_pantalla,adherence,movement,active,,,active
RUT-PTN-146,Rutinas,Platino,adherence.nutrition.camina_min_tras_cada_comida_principal,adherence,nutrition,active,,,active
RUT-PTN-147,Rutinas,Platino,adherence.movement.usa_siempre_las_escaleras_en_trayectos_p,adherence,movement,active,,,active
RUT-PTN-148,Rutinas,Platino,adherence.self_tracking.revision_del_progreso_min,adherence,self_tracking,active,,,active
RUT-PTN-149,Rutinas,Platino,adherence.sleep.rutina_de_relajacion_min_antes_de_dormir,adherence,sleep,active,,,active
RUT-PTN-150,Rutinas,Platino,adherence.stress.pausa_ocular_estiramientos,adherence,stress,active,,,active
